,Acc X__sum_values,Acc X__median,Acc X__mean,Acc X__length,Acc X__standard_deviation,Acc X__variance,Acc X__root_mean_square,Acc X__maximum,Acc X__absolute_maximum,Acc X__minimum,Acc Y__sum_values,Acc Y__median,Acc Y__mean,Acc Y__length,Acc Y__standard_deviation,Acc Y__variance,Acc Y__root_mean_square,Acc Y__maximum,Acc Y__absolute_maximum,Acc Y__minimum,Acc Z__sum_values,Acc Z__median,Acc Z__mean,Acc Z__length,Acc Z__standard_deviation,Acc Z__variance,Acc Z__root_mean_square,Acc Z__maximum,Acc Z__absolute_maximum,Acc Z__minimum,Gyro X__sum_values,Gyro X__median,Gyro X__mean,Gyro X__length,Gyro X__standard_deviation,Gyro X__variance,Gyro X__root_mean_square,Gyro X__maximum,Gyro X__absolute_maximum,Gyro X__minimum,Gyro Y__sum_values,Gyro Y__median,Gyro Y__mean,Gyro Y__length,Gyro Y__standard_deviation,Gyro Y__variance,Gyro Y__root_mean_square,Gyro Y__maximum,Gyro Y__absolute_maximum,Gyro Y__minimum,Gyro Z__sum_values,Gyro Z__median,Gyro Z__mean,Gyro Z__length,Gyro Z__standard_deviation,Gyro Z__variance,Gyro Z__root_mean_square,Gyro Z__maximum,Gyro Z__absolute_maximum,Gyro Z__minimum
1216,229984.0,43.0,115.0495247623812,1999.0,133.2570327108769,17757.436766907715,176.0506458805462,770.0,770.0,-281.0,18511.0,13.0,9.260130065032516,1999.0,28.994666949955835,840.6907115388611,30.437488732814014,191.0,202.0,-202.0,264088.0,192.0,132.11005502751377,1999.0,105.54914118338077,11140.621204549247,169.09668194237864,945.0,945.0,-100.0,-86445.0,-50.0,-43.24412206103052,1999.0,371.7218045584751,138177.0999842092,374.2287456583721,3226.0,3226.0,-1576.0,30612.0,18.0,15.313656828414207,1999.0,818.0651492777429,669230.5884628157,818.2084676586244,3109.0,4627.0,-4627.0,-795.0,-4.0,-0.39769884942471234,1999.0,277.64286267488404,77085.55919430451,277.643147508955,1233.0,1251.0,-1251.0
1217,-228847.0,-32.0,-114.48074037018509,1999.0,132.41748260370184,17534.38969910168,175.04350777680216,148.0,640.0,-640.0,1691.0,-3.0,0.8459229614807404,1999.0,29.459772762899732,867.8782112416889,29.47191539242825,89.0,289.0,-289.0,263901.0,206.0,132.01650825412707,1999.0,108.85401152702904,11849.19582552657,171.1068504681755,777.0,777.0,-74.0,-129707.0,-43.0,-64.88594297148575,1999.0,413.2854369847921,170804.85242371057,418.3479867514717,1591.0,2614.0,-2614.0,31336.0,11.0,15.67583791895948,1999.0,747.194132409536,558299.0715072392,747.3585507650935,4139.0,4139.0,-2157.0,4632.0,-4.0,2.3171585792896447,1999.0,271.08760153238774,73488.48770458264,271.0975044674226,1312.0,1312.0,-961.0
1218,-271497.0,-171.0,-135.81640820410206,1999.0,133.7805420366477,17897.23342761926,190.6392671122152,151.0,665.0,-665.0,1147.0,2.0,0.5737868934467234,1999.0,31.360902192216397,983.5061863097633,31.366150827107464,162.0,347.0,-347.0,235327.0,90.0,117.7223611805903,1999.0,107.24009359406884,11500.437674064646,159.24506898487627,867.0,867.0,-114.0,-109141.0,-57.0,-54.59779889944973,1999.0,420.70367018153013,176991.57810420968,424.2316557600039,1460.0,1973.0,-1973.0,36904.0,16.0,18.461230615307652,1999.0,821.5077131920938,674874.9228341035,821.7151208721517,4537.0,4537.0,-2951.0,-4827.0,-3.0,-2.4147073536768384,1999.0,217.87435191048098,47469.23322041211,217.88773263315218,887.0,887.0,-676.0
1219,14240.0,8.0,7.123561780890445,1999.0,7.609151707970967,57.89918971491749,10.423258711222731,31.0,31.0,-20.0,-480987.0,-242.0,-240.61380690345172,1999.0,10.695706079029886,114.39812852899686,240.85141104236976,-200.0,280.0,-280.0,-94548.0,-76.0,-47.29764882441221,1999.0,65.01387045200671,4226.803351150312,80.39820231490089,54.0,161.0,-161.0,-90485.0,-24.0,-45.26513256628314,1999.0,254.09892142786703,64566.261870805334,258.09919429755786,613.0,818.0,-818.0,26185.0,14.0,13.099049524762382,1999.0,87.47951489840624,7652.665526860479,88.45479424718965,246.0,339.0,-339.0,-10989.0,-4.0,-5.497248624312156,1999.0,51.9256584400808,2696.2740044359343,52.21583808456431,140.0,170.0,-170.0
1220,16824.0,10.0,8.416208104052027,1999.0,7.8537696858166965,61.681698277853286,11.511483706654163,33.0,33.0,-17.0,-488098.0,-244.0,-244.17108554277138,1999.0,10.266471866930885,105.40044459448333,244.38682341675025,-211.0,296.0,-296.0,-67998.0,-51.0,-34.016008004002,1999.0,52.613009876608224,2768.1288082760743,62.65155711396487,49.0,129.0,-129.0,-88405.0,-45.0,-44.22461230615308,1999.0,249.51819119736837,62259.32773840647,253.40707186666282,568.0,919.0,-919.0,43394.0,23.0,21.70785392696348,1999.0,80.79892899543952,6528.466926810079,83.66419693587252,252.0,252.0,-209.0,-6339.0,-6.0,-3.1710855427713858,1999.0,39.955812816924606,1596.466977861117,40.081451587744304,106.0,162.0,-162.0
1221,33280.0,16.0,16.64832416208104,1999.0,8.415182326590813,70.81529358976637,18.65427540794597,36.0,36.0,-10.0,-489714.0,-244.0,-244.97948974487244,1999.0,11.983233223091727,143.59787847900935,245.27239607044464,-209.0,298.0,-298.0,-58845.0,-39.0,-29.43721860930465,1999.0,46.076061433094814,2123.003437186327,54.6768074839627,47.0,132.0,-132.0,-100418.0,-37.0,-50.234117058529264,1999.0,239.22999542692025,57230.99071196428,244.44724835557938,620.0,918.0,-918.0,35035.0,19.0,17.526263131565784,1999.0,74.05626476381441,5484.330350768179,76.10190700715103,262.0,262.0,-221.0,-12977.0,-5.0,-6.491745872936468,1999.0,35.368153189465076,1250.9062600334685,35.95899087171741,98.0,177.0,-177.0
1222,24552.0,13.0,12.282141070535268,1999.0,6.50727350911042,42.34460852237024,13.899481925557494,37.0,37.0,-18.0,-489547.0,-244.0,-244.895947973987,1999.0,10.926567325837409,119.38987352605768,245.1395831105287,-207.0,302.0,-302.0,-47453.0,-34.0,-23.738369184592298,1999.0,47.840907806726,2288.752459771657,53.40657853968608,44.0,132.0,-132.0,-88666.0,-35.0,-44.3551775887944,1999.0,230.6645832956361,53206.14998694945,234.89046759262698,477.0,779.0,-779.0,15186.0,12.0,7.5967983991996,1999.0,71.29319651754803,5082.719869689722,71.69680059533901,251.0,251.0,-211.0,-7159.0,-4.0,-3.581290645322661,1999.0,45.05054989851008,2029.5520461581464,45.192672955296885,153.0,195.0,-195.0
1223,26894.0,15.0,13.453726863431715,1999.0,7.293650220171023,53.197333534200816,15.303597617881392,34.0,34.0,-10.0,-491310.0,-246.0,-245.77788894447224,1999.0,10.611644304399501,112.60699484309438,246.00686512543592,-212.0,300.0,-300.0,-67771.0,-31.0,-33.90245122561281,1999.0,42.20090576300592,1780.9164472181064,54.132177550170304,30.0,136.0,-136.0,-97971.0,-42.0,-49.01000500250125,1999.0,243.08074795212076,59088.250024962465,247.97223758983114,896.0,896.0,-862.0,34303.0,13.0,17.16008004002001,1999.0,88.65846010656756,7860.3225484678305,90.30388084378059,284.0,284.0,-246.0,-9326.0,-1.0,-4.665332666333167,1999.0,42.87594578712472,1838.3467271404584,43.129016404597195,139.0,167.0,-167.0
1224,33653.0,18.0,16.834917458729365,1999.0,6.335600310652379,40.139831296338514,17.98761454830988,45.0,45.0,-7.0,-376875.0,-240.0,-188.53176588294147,1999.0,81.24295092480764,6600.417074970703,205.2916067985025,-21.0,265.0,-265.0,-173552.0,2.0,-86.81940970485243,1999.0,129.39463431358465,16742.9713891463,155.8222746934639,43.0,291.0,-291.0,-81394.0,-51.0,-40.71735867933967,1999.0,501.1231993075845,251124.4608842691,502.7746654139318,2002.0,2002.0,-1450.0,15732.0,19.0,7.869934967483742,1999.0,86.55851939691358,7492.377280185865,86.91555186834108,266.0,340.0,-340.0,11890.0,3.0,5.947973986993497,1999.0,43.39824879700386,1883.4079986466468,43.80395408175612,125.0,146.0,-146.0
1225,26247.0,15.0,13.130065032516258,1999.0,8.359188331444217,69.87602956055316,15.5651738608555,46.0,46.0,-13.0,-303386.0,-241.0,-151.76888444222112,1999.0,119.12587921965606,14190.975099856081,192.93721617327319,66.0,259.0,-259.0,-234474.0,-43.0,-117.29564782391195,1999.0,133.1378269935194,17725.68097655631,177.43717190878436,23.0,311.0,-311.0,-85981.0,-35.0,-43.0120060030015,1999.0,629.0288065547282,395677.2394756658,630.4976384857187,2212.0,2703.0,-2703.0,25822.0,15.0,12.917458729364682,1999.0,46.268110609520896,2140.7380593748603,48.037472866499755,190.0,190.0,-181.0,-122.0,-4.0,-0.061030515257628815,1999.0,37.4466340588809,1402.2504023397394,37.44668379260748,178.0,178.0,-109.0
1226,31357.0,16.0,15.686343171585793,1999.0,7.07433330287259,50.04619168013221,17.207775968348972,61.0,61.0,-4.0,-323403.0,-237.0,-161.7823911955978,1999.0,101.08873149813977,10218.931635902994,190.76811509491947,-3.0,255.0,-255.0,-248942.0,-89.0,-124.53326663331666,1999.0,130.10713163287903,16927.86570173531,180.1010832840826,25.0,297.0,-297.0,-94687.0,-50.0,-47.3671835917959,1999.0,473.64511407874477,224339.69409066715,476.0077144039643,1366.0,2060.0,-2060.0,28805.0,16.0,14.409704852426213,1999.0,59.44157111021677,3533.300376050957,61.16322399927094,237.0,237.0,-206.0,-23366.0,-4.0,-11.688844422211105,1999.0,50.59778946519986,2560.13629876469,51.930389779890405,154.0,235.0,-235.0
1227,23561.0,13.0,11.786393196598299,1999.0,7.8503317638093915,61.62770880187467,14.161453787895272,49.0,49.0,-19.0,-293414.0,-234.0,-146.78039019509754,1999.0,111.53843600750966,12440.822707001327,184.35103919649168,26.0,284.0,-284.0,-231986.0,-59.0,-116.05102551275638,1999.0,145.78416206383042,21253.021908653176,186.335349387108,47.0,311.0,-311.0,-90533.0,-33.0,-45.28914457228614,1999.0,604.8759309835035,365874.89188316016,606.5690385267366,1805.0,2303.0,-2303.0,31193.0,14.0,15.604302151075538,1999.0,63.523858839192556,4035.280641821662,65.41234506913601,179.0,179.0,-175.0,-2197.0,-3.0,-1.0990495247623813,1999.0,43.51045591560769,1893.1597739840406,43.52433438712097,126.0,126.0,-126.0
1228,18743.0,9.0,9.376188094047023,1999.0,7.66432803569613,58.7419242387577,12.110112609456067,29.0,29.0,-9.0,-300710.0,-217.0,-150.43021510755378,1999.0,100.3908669680118,10078.326170589045,180.85235908855032,-8.0,259.0,-259.0,-289940.0,-167.0,-145.0425212606303,1999.0,128.34322609584336,16471.983684688767,193.67322132481084,18.0,294.0,-294.0,-80515.0,-35.0,-40.2776388194097,1999.0,493.84375796791187,243881.65728386954,495.48354712617487,1439.0,1439.0,-1321.0,18495.0,19.0,9.252126063031517,1999.0,71.67648305646551,5137.518223343788,72.27115648742598,192.0,306.0,-306.0,714.0,-3.0,0.3571785892946473,1999.0,37.14940815823147,1380.0785265068753,37.15112519226741,133.0,133.0,-112.0
1229,65624.0,39.0,32.82841420710355,1999.0,25.662255331729394,658.5513487108736,41.66840683376354,76.0,106.0,-106.0,-194498.0,-92.0,-97.2976488244122,1999.0,20.160063580170466,406.42816355651564,99.36428246767123,-49.0,205.0,-205.0,388213.0,198.0,194.20360180090046,1999.0,18.819462083440953,354.17215311007175,195.11332887722656,241.0,241.0,71.0,-175482.0,-48.0,-87.78489244622311,1999.0,191.9268055828225,36835.89870122655,211.049961011656,502.0,1521.0,-1521.0,191478.0,12.0,95.78689344672337,1999.0,269.3917585377997,72571.9195680882,285.9144076891931,1352.0,1352.0,-99.0,-79167.0,-2.0,-39.603301650825415,1999.0,131.41388820863497,17269.610014111608,137.25170860779068,135.0,816.0,-816.0
1230,31898.0,22.0,15.956978489244623,1999.0,40.79115233882958,1663.9181091296023,43.801178884087335,121.0,171.0,-171.0,-436132.0,-210.0,-218.1750875437719,1999.0,24.31688744859082,591.3110151874337,219.52603453786514,-125.0,300.0,-300.0,139558.0,75.0,69.81390695347673,1999.0,52.55314741616357,2761.83330334502,87.38315002020542,164.0,164.0,-144.0,-127078.0,-38.0,-63.57078539269635,1999.0,329.0489013150808,108273.17945666179,335.1334423958702,809.0,1637.0,-1637.0,10783.0,9.0,5.394197098549275,1999.0,370.5926984715476,137338.94816042337,370.6319542656318,1557.0,1557.0,-1472.0,-43596.0,-12.0,-21.808904452226113,1999.0,203.992742567623,41613.039020260505,205.15522741004392,660.0,706.0,-706.0
1231,128662.0,65.0,64.36318159079539,1999.0,20.041182339805452,401.64898957733,67.4111870097763,113.0,113.0,-17.0,-290446.0,-141.0,-145.29564782391196,1999.0,39.5025741281427,1560.4533627494088,150.5698463814042,-61.0,232.0,-232.0,304059.0,162.0,152.1055527763882,1999.0,42.686115030420446,1822.1044163902861,157.98165590283227,219.0,219.0,47.0,-98330.0,-48.0,-49.1895947973987,1999.0,271.171337937927,73533.89451904541,275.59664503650566,1420.0,1420.0,-1037.0,18990.0,11.0,9.49974987493747,1999.0,132.23019430932183,17484.824287081006,132.5709980907113,838.0,838.0,-362.0,-16844.0,-1.0,-8.426213106553277,1999.0,62.098168447055244,3856.182524478848,62.66724496733439,176.0,483.0,-483.0
1232,60201.0,53.0,30.115557778889446,1999.0,45.20945808817942,2043.8951006268514,54.32165241375193,89.0,130.0,-130.0,-296024.0,-111.0,-148.08604302151076,1999.0,59.39484383376362,3527.747474037169,159.55319994223214,-67.0,309.0,-309.0,278462.0,186.0,139.3006503251626,1999.0,75.27084431956094,5665.7000045795785,158.33625985728222,214.0,214.0,-69.0,-224207.0,-51.0,-112.15957978989495,1999.0,355.29332208667137,126233.34471938321,372.5763224602833,952.0,2232.0,-2232.0,-4752.0,12.0,-2.3771885942971487,1999.0,265.93164275657296,70719.63861920955,265.9422675033482,727.0,991.0,-991.0,-17148.0,-2.0,-8.578289144572286,1999.0,165.874452269879,27514.333915832358,166.0961196430556,507.0,896.0,-896.0
1233,-22012.0,-10.0,-11.011505752876438,1999.0,35.691347744737236,1273.87230383576,37.35137966369369,99.0,138.0,-138.0,-502641.0,-248.0,-251.44622311155578,1999.0,29.686623794369076,881.2956323084003,253.1926119565393,-159.0,353.0,-353.0,15591.0,12.0,7.799399699849925,1999.0,32.27291511724503,1041.5410501649026,33.20198316129507,86.0,136.0,-136.0,115389.0,28.0,57.72336168084042,1999.0,182.9406232779571,33467.27164532742,191.8313272879707,600.0,600.0,-473.0,-37855.0,0.0,-18.936968484242122,1999.0,276.2124647655504,76293.32569186043,276.86085759318456,636.0,706.0,-706.0,-9547.0,-11.0,-4.775887943971986,1999.0,238.10118413364174,56692.17388584237,238.14907724258717,823.0,823.0,-565.0
1234,-27773.0,-6.0,-13.89344672336168,1999.0,68.49378695547347,4691.398851501788,69.88867371296065,172.0,274.0,-274.0,-502128.0,-250.0,-251.1895947973987,1999.0,77.74091198644466,6043.649396484135,262.9445985962927,-91.0,501.0,-501.0,-3168.0,2.0,-1.584792396198099,1999.0,66.91844086429596,4478.077727708276,66.93720411435874,192.0,201.0,-201.0,84889.0,38.0,42.465732866433214,1999.0,338.4549180720148,114551.73156713424,341.1085897995204,1152.0,1152.0,-876.0,47360.0,11.0,23.69184592296148,1999.0,551.5197150479642,304173.99608658755,552.0283504040575,1200.0,1226.0,-1226.0,-12167.0,33.0,-6.086543271635818,1999.0,441.47992737739,194904.52627714557,441.5218820014961,1143.0,1143.0,-1061.0
1235,-33385.0,-12.0,-16.700850425212607,1999.0,76.74523744189045,5889.831470012145,78.54138956586819,190.0,318.0,-318.0,-502289.0,-274.0,-251.27013506753377,1999.0,152.10766724511012,23136.742434749143,293.72337872836374,34.0,839.0,-839.0,-33686.0,-1.0,-16.85142571285643,1999.0,87.30154761988341,7621.5602168267715,88.91305171560974,255.0,630.0,-630.0,110939.0,60.0,55.49724862431216,1999.0,561.7634804536688,315578.20797141944,564.4981422257191,1435.0,2867.0,-2867.0,-216243.0,-53.0,-108.17558779389695,1999.0,494.31674279296357,244349.0422054449,506.01482191730315,1174.0,2125.0,-2125.0,-55927.0,-78.0,-27.977488744372184,1999.0,622.5291111591627,387542.4942406171,623.157471364228,2170.0,2170.0,-2047.0
1236,-35897.0,-10.0,-17.957478739369684,1999.0,123.76306533460188,15317.296341016934,125.05905558451913,451.0,470.0,-470.0,-491739.0,-195.0,-245.99249624812407,1999.0,259.3941443147363,67285.32210477424,357.4879442934511,241.0,1065.0,-1065.0,-98780.0,-18.0,-49.41470735367684,1999.0,175.16563048398888,30682.998102853333,182.00222912289522,556.0,1230.0,-1230.0,57848.0,118.0,28.93846923461731,1999.0,865.9775165935202,749917.0592454807,866.4609017417483,1852.0,5062.0,-5062.0,-226801.0,-82.0,-113.45722861430716,1999.0,735.2138666819362,540539.4297614039,743.9166435066788,1880.0,2618.0,-2618.0,-78790.0,-106.0,-39.41470735367684,1999.0,1014.2474039907881,1028697.7965020529,1015.012963295459,2419.0,3259.0,-3259.0
1237,8584.0,7.0,4.294147073536768,1999.0,34.27385109956244,1174.6968691949776,34.54180898974664,122.0,122.0,-105.0,-495365.0,-246.0,-247.8064032016008,1999.0,30.731665373810017,944.4352566478336,249.7047230717957,-171.0,388.0,-388.0,7589.0,8.0,3.7963981990995497,1999.0,31.907618449064202,1018.0961150910622,32.13267424876412,101.0,101.0,-82.0,121659.0,48.0,60.85992996498249,1999.0,206.97138441624892,42837.15396717869,215.73382915648918,701.0,701.0,-646.0,-483104.0,-75.0,-241.6728364182091,1999.0,529.2947415941786,280152.92347924836,581.8579580461806,939.0,1875.0,-1875.0,-81554.0,-12.0,-40.79739869934968,1999.0,235.26948450320927,55351.730338405825,238.78056470123258,529.0,732.0,-732.0
1238,14330.0,6.0,7.168584292146073,1999.0,33.9039501011756,1149.4778324630051,34.653519781064205,113.0,113.0,-100.0,-494576.0,-242.0,-247.41170585292647,1999.0,35.48528830211843,1259.205685884463,249.94350937549763,-157.0,428.0,-428.0,-1821.0,5.0,-0.9109554777388694,1999.0,28.24158048820488,797.5868684717548,28.25626847894423,62.0,93.0,-93.0,176848.0,89.0,88.46823411705853,1999.0,200.8877019651368,40355.86880083363,219.50511895767787,779.0,779.0,-477.0,-470068.0,-45.0,-235.15157578789396,1999.0,629.0045316901234,395646.7008867115,671.5228696643481,568.0,2543.0,-2543.0,-58755.0,-21.0,-29.392196098049023,1999.0,242.09004947572123,58607.59205515715,243.86777820495948,573.0,692.0,-692.0
1239,6875.0,2.0,3.4392196098049026,1999.0,36.4730492864721,1330.2833242534225,36.634840736352174,151.0,151.0,-142.0,-495957.0,-244.0,-248.1025512756378,1999.0,35.49117919137718,1259.6238003944445,250.62821020362998,-137.0,431.0,-431.0,-25113.0,-12.0,-12.562781390695347,1999.0,25.575163341760163,654.0889799577128,28.494077564085384,54.0,124.0,-124.0,162621.0,89.0,81.3511755877939,1999.0,185.909074090759,34562.18382928332,202.9290457248528,682.0,893.0,-893.0,-476780.0,-93.0,-238.50925462731365,1999.0,633.0475593473152,400749.21239559253,676.487898589819,754.0,2201.0,-2201.0,-31462.0,-40.0,-15.738869434717358,1999.0,298.3244954696497,88997.50459722106,298.7393790719666,596.0,665.0,-665.0
1240,11775.0,7.0,5.890445222611306,1999.0,36.83365122660551,1356.7178626832176,37.30167834835052,170.0,170.0,-115.0,-496264.0,-244.0,-248.25612806403203,1999.0,48.349335676364575,2337.6582603457805,252.9204684909682,-107.0,515.0,-515.0,19759.0,10.0,9.884442221110556,1999.0,29.22644770921345,854.185245699388,30.852673202201796,85.0,85.0,-77.0,153186.0,67.0,76.63131565782892,1999.0,224.42184435105884,50365.16422193088,237.1445187251451,706.0,921.0,-921.0,-469460.0,-77.0,-234.84742371185592,1999.0,534.4489705137036,285635.7020831576,583.7713717777309,791.0,1718.0,-1718.0,-29224.0,-13.0,-14.619309654827413,1999.0,241.2437168358589,58198.530912780065,241.6862741811454,872.0,894.0,-894.0
1241,4594.0,-1.0,2.298149074537269,1999.0,37.92213332176375,1438.0881956736248,37.99170547425347,113.0,144.0,-144.0,-493459.0,-241.0,-246.85292646323163,1999.0,40.13019557002357,1610.4325964883392,250.09358228461195,-136.0,448.0,-448.0,-6309.0,4.0,-3.15607803901951,1999.0,30.93913810951095,957.2302669593927,31.099696068414783,68.0,109.0,-109.0,134960.0,63.0,67.51375687843922,1999.0,212.33316597396927,45085.37337252918,222.80817027292824,926.0,926.0,-599.0,-445749.0,-80.0,-222.98599299649825,1999.0,583.3269580380191,340270.3399738889,624.4942698268121,700.0,2488.0,-2488.0,-93599.0,-11.0,-46.82291145572786,1999.0,298.3044777338176,88985.56143604568,301.95686194096766,637.0,1000.0,-1000.0
1242,-5216.0,0.0,-2.609304652326163,1999.0,79.56200720168964,6330.112989961714,79.60478290109435,538.0,743.0,-743.0,-505912.0,-251.0,-253.08254127063532,1999.0,190.88726165901434,36437.94666367701,316.9995573493437,538.0,2181.0,-2181.0,-46492.0,-11.0,-23.257628814407205,1999.0,71.20062447087673,5069.528925042811,74.90291198018643,346.0,760.0,-760.0,119589.0,34.0,59.82441220610305,1999.0,578.4755575386716,334633.970669677,581.5607715153101,4046.0,4046.0,-3196.0,455338.0,27.0,227.78289144572287,1999.0,823.0394029552,677393.8588168521,853.9782810190351,3223.0,3223.0,-2589.0,64287.0,-11.0,32.15957978989495,1999.0,355.6425197413092,126481.6018479475,357.0936017631933,1989.0,2417.0,-2417.0
1243,-5177.0,-2.0,-2.589794897448724,1999.0,67.90244610469829,4610.742187001455,67.95181546222518,439.0,518.0,-518.0,-504707.0,-251.0,-252.47973986993497,1999.0,193.70265827975797,37520.719824644686,318.2243530426839,566.0,1555.0,-1555.0,-21991.0,-3.0,-11.001000500250125,1999.0,62.24112770498695,3873.9579779884943,63.20585408010082,440.0,616.0,-616.0,94191.0,45.0,47.11905952976488,1999.0,587.5167144658988,345175.88977680437,589.4031689325855,3912.0,3912.0,-2593.0,35739.0,14.0,17.878439219609806,1999.0,454.0390296555908,206151.44045059048,454.39088793627866,2255.0,2322.0,-2322.0,-20658.0,-8.0,-10.334167083541772,1999.0,315.9023370148753,99794.28653145985,316.07132350273474,2595.0,2595.0,-1512.0
1244,-4622.0,-3.0,-2.3121560780390196,1999.0,58.79758656098352,3457.15618539635,58.8430306079281,298.0,484.0,-484.0,-504169.0,-252.0,-252.21060530265132,1999.0,165.90935816025078,27525.915125146366,301.8875693901227,319.0,1420.0,-1420.0,-18517.0,0.0,-9.263131565782892,1999.0,50.01608342022142,2501.6086006985483,50.86663156828405,209.0,348.0,-348.0,88530.0,43.0,44.28714357178589,1999.0,502.23312977950684,252238.11664811897,504.1819787872896,3314.0,3314.0,-2184.0,14654.0,12.0,7.330665332666333,1999.0,415.34852041606393,172514.39341181348,415.41320641745733,1998.0,2162.0,-2162.0,-21617.0,-11.0,-10.813906953476739,1999.0,283.3657256160672,80296.1344539203,283.57199268883863,2209.0,2209.0,-1853.0
1245,-10919.0,-4.0,-5.4622311155577785,1999.0,59.75272080036302,3570.387643046136,60.00186340278028,340.0,363.0,-363.0,-503651.0,-252.0,-251.95147573786895,1999.0,152.34193506439013,23208.065179162862,294.4275994292193,230.0,1116.0,-1116.0,-14237.0,1.0,-7.122061030515257,1999.0,46.1605189020545,2130.7935053069305,46.70671534832346,143.0,412.0,-412.0,97993.0,30.0,49.021010505252626,1999.0,448.0652494812287,200762.46779267574,450.73886815276074,2909.0,2909.0,-2191.0,156385.0,18.0,78.23161580790395,1999.0,442.38069037713404,195700.67521854976,449.24476728223027,1776.0,1776.0,-1713.0,-12293.0,-12.0,-6.149574787393697,1999.0,267.2279972978864,71410.8025398392,267.29874636800105,1457.0,1568.0,-1568.0
1246,-7664.0,-1.0,-3.8339169584792394,1999.0,58.761219104528735,3452.8808706504324,58.88615957841832,336.0,510.0,-510.0,-504078.0,-251.0,-252.16508254127064,1999.0,153.18757775475748,23466.43397836987,295.0485770706507,467.0,1181.0,-1181.0,-17038.0,-7.0,-8.523261630815409,1999.0,44.31550819183092,1963.8642663002336,45.127710501725694,290.0,332.0,-332.0,88171.0,32.0,44.107553776888444,1999.0,446.88391283838564,199705.23155374583,449.0553505459288,3497.0,3497.0,-2265.0,20529.0,9.0,10.269634817408704,1999.0,380.3229319929533,144645.53259971656,380.4615591607114,1954.0,1954.0,-1807.0,-16344.0,-12.0,-8.176088044022011,1999.0,261.96768988517675,68627.07054377615,262.09524787656824,1659.0,1659.0,-1451.0
1247,-9590.0,-4.0,-4.7973986993496744,1999.0,8.105758749128167,65.70332489906784,9.419042370622918,21.0,39.0,-39.0,-484271.0,-247.0,-242.25662831415707,1999.0,14.061704754677598,197.73154060772256,242.66438861677125,-194.0,311.0,-311.0,-33264.0,-4.0,-16.64032016008004,1999.0,63.00737385161666,3969.929159677387,65.16770223590328,68.0,168.0,-168.0,111318.0,51.0,55.686843421710854,1999.0,375.2905054270929,140842.96346372287,379.39950974401245,1145.0,1145.0,-1125.0,12845.0,7.0,6.425712856428214,1999.0,58.05550430380891,3370.441579969575,58.410027954819896,284.0,284.0,-146.0,-17932.0,-9.0,-8.970485242621312,1999.0,44.652318462614026,1993.8295440867012,45.54447441320173,205.0,205.0,-153.0
1248,-12494.0,-5.0,-6.250125062531265,1999.0,7.349454127508611,54.01447597235336,9.647721973068814,18.0,40.0,-40.0,-490075.0,-249.0,-245.16008004002,1999.0,12.195193666681998,148.72274856788073,245.4632102654019,-201.0,318.0,-318.0,-26026.0,-1.0,-13.019509754877438,1999.0,53.070626199833,2816.491365242401,54.64429521459445,72.0,140.0,-140.0,107648.0,41.0,53.85092546273137,1999.0,357.0296652644334,127470.18187883336,361.06800474706426,1157.0,1157.0,-939.0,10146.0,5.0,5.075537768884442,1999.0,53.46887185107764,2858.9202570269626,53.709229566903446,171.0,171.0,-167.0,-22264.0,-9.0,-11.137568784392196,1999.0,50.808673914644025,2581.5213449646285,52.01506304323485,230.0,265.0,-265.0
1249,-6835.0,-4.0,-3.419209604802401,1999.0,8.457843622044289,71.53511873495526,9.122834705097329,19.0,44.0,-44.0,-480079.0,-248.0,-240.15957978989493,1999.0,17.254735871015267,297.72590997850097,240.77863209769552,-182.0,302.0,-302.0,-68378.0,-16.0,-34.206103051525766,1999.0,59.91946857348161,3590.34271412845,68.99565348701358,54.0,200.0,-200.0,109822.0,40.0,54.93846923461731,1999.0,349.7991415592321,122359.43943557571,354.08710063686124,954.0,954.0,-750.0,17598.0,13.0,8.803401700850426,1999.0,70.88406833701224,5024.55114400622,71.42864289283926,275.0,275.0,-223.0,-19571.0,-11.0,-9.7903951975988,1999.0,55.1342677609367,3039.787481534664,55.99677954721888,241.0,241.0,-190.0
1250,-5780.0,-1.0,-2.8914457228614308,1999.0,9.04176966418967,81.75359866026058,9.492842410390802,46.0,46.0,-38.0,-482842.0,-246.0,-241.54177088544273,1999.0,16.180730486757245,261.8160390850753,242.0831326663648,-182.0,353.0,-353.0,-18711.0,-4.0,-9.360180090045022,1999.0,68.20064515213303,4651.327999167168,68.83996637481197,74.0,184.0,-184.0,121470.0,55.0,60.76538269134567,1999.0,423.7143429298132,179533.84440444334,428.0493851625873,1731.0,1731.0,-935.0,3198.0,9.0,1.599799899949975,1999.0,69.63350007091445,4848.824332126043,69.65187500596033,325.0,325.0,-219.0,-18451.0,-9.0,-9.230115057528764,1999.0,63.28071821799956,4004.4492981858616,63.95032699025925,296.0,466.0,-466.0
